BTM.topic,Relevance.rank,Term,Probability,Relevance
192,1,server,0.02,-0.379
192,2,tutorial,0.01,-0.566
192,3,list,0.015,-0.829
192,4,ftp,0.008,-0.84
192,5,html,0.008,-0.962
192,6,sql,0.008,-0.967
192,7,open,0.018,-0.979
192,8,asp,0.009,-0.983
192,9,node,0.006,-1.062
192,10,php,0.008,-1.07
192,11,proxy,0.005,-1.143
192,12,source,0.017,-1.159
192,13,dotnet,0.005,-1.185
192,14,code,0.011,-1.235
192,15,backup,0.005,-1.248
192,16,generator,0.004,-1.258
192,17,web,0.027,-1.28
192,18,file,0.008,-1.285
192,19,dns,0.005,-1.32
192,20,email,0.006,-1.332
192,21,xml,0.004,-1.388
192,22,java,0.006,-1.439
192,23,scripts,0.005,-1.444
192,24,hosting,0.009,-1.494
192,25,beginner,0.003,-1.499
192,26,servers,0.004,-1.529
192,27,linux,0.006,-1.563
192,28,mailing,0.003,-1.568
192,29,helpdesk,0.003,-1.593
192,30,5,0.009,-1.605
193,1,credit,0.026,-0.277
193,2,union,0.021,-0.639
193,3,first,0.037,-0.666
193,4,mortgage,0.017,-0.742
193,5,cu,0.02,-0.809
193,6,financial,0.011,-1.3
193,7,choice,0.009,-1.306
193,8,title,0.006,-1.327
193,9,savings,0.006,-1.331
193,10,bank,0.015,-1.396
193,11,loans,0.005,-1.438
193,12,1,0.017,-1.446
193,13,corp,0.014,-1.449
193,14,capital,0.011,-1.469
193,15,group,0.021,-1.489
193,16,federal,0.005,-1.505
193,17,advisory,0.003,-1.51
193,18,cash,0.006,-1.544
193,19,funds,0.005,-1.549
193,20,fcu,0.008,-1.574
193,21,priority,0.003,-1.597
193,22,citizens,0.004,-1.624
193,23,services,0.013,-1.626
193,24,funding,0.004,-1.627
193,25,national,0.009,-1.728
193,26,mtg,0.003,-1.764
193,27,debt,0.004,-1.778
193,28,notary,0.004,-1.823
193,29,fed,0.005,-1.824
193,30,sterling,0.004,-1.866
194,1,and,0.215,0.546
194,2,more,0.058,0.306
194,3,than,0.016,-0.268
194,4,pipes,0.012,-0.478
194,5,drums,0.012,-0.532
194,6,bath,0.012,-0.726
194,7,associates,0.023,-0.818
194,8,blood,0.011,-0.827
194,9,gears,0.006,-0.893
194,10,burch,0.004,-0.9
194,11,kitchen,0.013,-0.91
194,12,roll,0.01,-0.994
194,13,caps,0.006,-1.186
194,14,plaques,0.003,-1.2
194,15,crown,0.008,-1.292
194,16,tails,0.005,-1.304
194,17,lace,0.006,-1.305
194,18,claws,0.003,-1.325
194,19,rhythm,0.005,-1.357
194,20,sweat,0.003,-1.372
194,21,tales,0.005,-1.377
194,22,ies,0.005,-1.419
194,23,pork,0.004,-1.427
194,24,petals,0.003,-1.44
194,25,less,0.007,-1.481
194,26,lord,0.005,-1.508
194,27,precious,0.004,-1.516
194,28,thomas,0.009,-1.546
194,29,paws,0.005,-1.55
194,30,hearts,0.005,-1.553
195,1,recipes,0.026,-0.106
195,2,food,0.044,-0.198
195,3,cooking,0.013,-0.702
195,4,raw,0.011,-0.76
195,5,organic,0.013,-0.842
195,6,gourmet,0.01,-1.027
195,7,vegetarian,0.005,-1.031
195,8,beef,0.008,-1.056
195,9,vegan,0.007,-1.107
195,10,recipe,0.006,-1.208
195,11,foods,0.012,-1.22
195,12,carb,0.005,-1.243
195,13,low,0.009,-1.264
195,14,cuban,0.004,-1.339
195,15,cajun,0.005,-1.382
195,16,italian,0.006,-1.387
195,17,tasty,0.003,-1.42
195,18,best,0.013,-1.426
195,19,jerky,0.004,-1.427
195,20,better,0.007,-1.442
195,21,pantry,0.003,-1.554
195,22,meats,0.004,-1.555
195,23,kosher,0.004,-1.584
195,24,stylist,0.002,-1.627
195,25,cookies,0.004,-1.635
195,26,ingredients,0.003,-1.648
195,27,filipino,0.002,-1.684
195,28,holdem,0.002,-1.684
195,29,mexican,0.003,-1.694
195,30,moms,0.004,-1.706
196,1,by,0.149,0.718
196,2,art,0.038,-1.002
196,3,flowers,0.012,-1.097
196,4,painted,0.007,-1.2
196,5,weddings,0.01,-1.326
196,6,watercolor,0.004,-1.357
196,7,designs,0.016,-1.358
196,8,custom,0.012,-1.373
196,9,photography,0.015,-1.393
196,10,design,0.022,-1.435
196,11,from,0.008,-1.485
196,12,portraits,0.006,-1.518
196,13,photos,0.008,-1.575
196,14,dawn,0.004,-1.62
196,15,silk,0.005,-1.64
196,16,painting,0.005,-1.668
196,17,jewelry,0.007,-1.736
196,18,denise,0.003,-1.741
196,19,mimi,0.002,-1.77
196,20,hand,0.006,-1.78
196,21,sea,0.008,-1.796
196,22,nature,0.006,-1.797
196,23,tattoos,0.003,-1.836
196,24,boxes,0.003,-1.861
196,25,night,0.005,-1.88
196,26,readings,0.002,-1.88
196,27,images,0.006,-1.905
196,28,kitchens,0.003,-1.915
196,29,baskets,0.004,-1.931
196,30,quilting,0.003,-1.937
197,1,tech,0.03,-1.065
197,2,tex,0.013,-1.382
197,3,corp,0.013,-1.544
197,4,inc,0.02,-1.582
197,5,form,0.006,-1.639
197,6,products,0.012,-1.654
197,7,tek,0.008,-1.664
197,8,pro,0.014,-1.666
197,9,tec,0.008,-1.773
197,10,bond,0.004,-1.807
197,11,sys,0.007,-1.849
197,12,mfg,0.006,-1.875
197,13,ex,0.007,-1.888
197,14,fab,0.005,-1.901
197,15,del,0.005,-1.934
197,16,inter,0.006,-1.949
197,17,lite,0.004,-1.99
197,18,flex,0.004,-1.999
197,19,chem,0.007,-2.006
197,20,to,0.012,-2.013
197,21,mach,0.003,-2.023
197,22,lux,0.003,-2.032
197,23,uni,0.005,-2.038
197,24,trans,0.005,-2.056
197,25,pak,0.004,-2.07
197,26,eco,0.005,-2.11
197,27,lam,0.002,-2.117
197,28,metal,0.005,-2.117
197,29,air,0.008,-2.123
197,30,glass,0.006,-2.126
198,1,made,0.038,0.195
198,2,in,0.08,-0.332
198,3,easy,0.029,-0.359
198,4,fi,0.011,-0.993
198,5,dental,0.011,-1.09
198,6,tailor,0.003,-1.211
198,7,use,0.007,-1.215
198,8,gnu,0.003,-1.272
198,9,maria,0.006,-1.297
198,10,temps,0.003,-1.318
198,11,shah,0.003,-1.339
198,12,missions,0.005,-1.351
198,13,birding,0.005,-1.368
198,14,properties,0.003,-1.393
198,15,kline,0.003,-1.405
198,16,lab,0.013,-1.416
198,17,zr,0.003,-1.431
198,18,textiles,0.008,-1.451
198,19,aix,0.003,-1.465
198,20,them,0.004,-1.468
198,21,wrap,0.004,-1.468
198,22,nes,0.004,-1.486
198,23,very,0.004,-1.505
198,24,peru,0.003,-1.508
198,25,limited,0.005,-1.519
198,26,promotional,0.003,-1.523
198,27,late,0.003,-1.543
198,28,step,0.006,-1.552
198,29,ma,0.009,-1.57
198,30,simple,0.006,-1.587
199,1,in,0.248,0.795
199,2,drive,0.025,-0.331
199,3,the,0.078,-0.752
199,4,motion,0.015,-0.778
199,5,meditate,0.007,-0.938
199,6,hole,0.008,-1.011
199,7,meditation,0.008,-1.095
199,8,wall,0.008,-1.471
199,9,women,0.008,-1.489
199,10,thru,0.003,-1.492
199,11,bloom,0.004,-1.593
199,12,style,0.006,-1.648
199,13,depth,0.002,-1.677
199,14,church,0.02,-1.681
199,15,woods,0.006,-1.682
199,16,need,0.004,-1.716
199,17,wood,0.009,-1.795
199,18,france,0.004,-1.804
199,19,front,0.003,-1.856
199,20,url,0.003,-1.856
199,21,french,0.005,-1.882
199,22,bricks,0.002,-1.909
199,23,carp,0.003,-1.928
199,24,du,0.005,-1.932
199,25,hand,0.005,-1.936
199,26,spain,0.003,-1.944
199,27,mood,0.002,-1.954
199,28,touch,0.005,-1.979
199,29,space,0.006,-2.014
199,30,desk,0.003,-2.041
200,1,bar,0.029,-0.504
200,2,ip,0.022,-0.525
200,3,address,0.008,-0.598
200,4,twain,0.006,-0.656
200,5,idea,0.013,-0.683
200,6,my,0.039,-0.757
200,7,patent,0.01,-0.936
200,8,mitzvah,0.004,-0.973
200,9,exam,0.007,-0.975
200,10,finder,0.009,-1.017
200,11,account,0.005,-1.027
200,12,hide,0.006,-1.054
200,13,person,0.005,-1.108
200,14,agent,0.007,-1.135
200,15,crank,0.003,-1.198
200,16,writing,0.008,-1.229
200,17,bible,0.014,-1.272
200,18,plot,0.004,-1.275
200,19,ham,0.008,-1.276
200,20,location,0.004,-1.278
200,21,raise,0.003,-1.288
200,22,tweet,0.003,-1.316
200,23,study,0.009,-1.32
200,24,generator,0.004,-1.378
200,25,case,0.008,-1.38
200,26,lease,0.005,-1.418
200,27,email,0.006,-1.434
200,28,iran,0.004,-1.437
200,29,sab,0.002,-1.449
200,30,by,0.017,-1.454
201,1,pet,0.047,-0.122
201,2,pets,0.021,-0.523
201,3,friends,0.021,-0.599
201,4,greyhound,0.011,-0.781
201,5,paws,0.01,-0.93
201,6,rescue,0.021,-0.933
201,7,dogs,0.014,-0.984
201,8,adopt,0.007,-1.077
201,9,cats,0.012,-1.119
201,10,exotic,0.007,-1.195
201,11,portraits,0.008,-1.203
201,12,dog,0.016,-1.219
201,13,animal,0.017,-1.231
201,14,shelter,0.007,-1.241
201,15,vet,0.016,-1.242
201,16,cradle,0.004,-1.271
201,17,bird,0.011,-1.277
201,18,cat,0.013,-1.305
201,19,adoption,0.007,-1.328
201,20,greyhounds,0.005,-1.367
201,21,hospital,0.013,-1.388
201,22,haven,0.008,-1.458
201,23,the,0.037,-1.493
201,24,save,0.007,-1.5
201,25,paw,0.005,-1.507
201,26,of,0.026,-1.606
201,27,place,0.008,-1.615
201,28,love,0.01,-1.622
201,29,companions,0.003,-1.635
201,30,urns,0.003,-1.652
202,1,dot,0.024,-0.273
202,2,we,0.032,-0.505
202,3,com,0.032,-0.508
202,4,safe,0.02,-0.754
202,5,rx,0.011,-0.887
202,6,haven,0.012,-1.066
202,7,keep,0.006,-1.116
202,8,usa,0.026,-1.145
202,9,org,0.006,-1.233
202,10,cai,0.004,-1.234
202,11,are,0.011,-1.307
202,12,stores,0.005,-1.35
202,13,act,0.009,-1.36
202,14,ric,0.004,-1.422
202,15,comedy,0.008,-1.423
202,16,radio,0.013,-1.446
202,17,mac,0.011,-1.495
202,18,miss,0.006,-1.495
202,19,hindi,0.002,-1.514
202,20,slip,0.003,-1.522
202,21,smooth,0.004,-1.526
202,22,irrigation,0.003,-1.531
202,23,sn,0.004,-1.537
202,24,tele,0.006,-1.543
202,25,tz,0.004,-1.548
202,26,textiles,0.007,-1.567
202,27,online,0.02,-1.6
202,28,global,0.012,-1.601
202,29,uk,0.013,-1.607
202,30,twin,0.006,-1.607
203,1,le,0.012,-1.258
203,2,sch,0.007,-1.372
203,3,van,0.01,-1.44
203,4,der,0.007,-1.47
203,5,en,0.011,-1.51
203,6,er,0.008,-1.544
203,7,de,0.013,-1.585
203,8,ler,0.004,-1.655
203,9,tue,0.002,-1.713
203,10,ko,0.006,-1.746
203,11,hans,0.003,-1.769
203,12,von,0.004,-1.817
203,13,bach,0.004,-1.876
203,14,burg,0.003,-1.882
203,15,she,0.004,-1.919
203,16,del,0.005,-1.924
203,17,in,0.016,-1.937
203,18,ges,0.002,-1.959
203,19,dahl,0.002,-1.96
203,20,leder,0.002,-1.96
203,21,ken,0.005,-1.997
203,22,her,0.005,-2.02
203,23,die,0.003,-2.026
203,24,son,0.004,-2.027
203,25,tz,0.002,-2.034
203,26,ran,0.003,-2.042
203,27,clair,0.002,-2.07
203,28,wal,0.002,-2.08
203,29,schl,0.001,-2.088
203,30,noel,0.002,-2.09
204,1,goods,0.013,-0.497
204,2,home,0.038,-0.643
204,3,pet,0.024,-0.788
204,4,supplies,0.016,-0.819
204,5,natural,0.015,-0.998
204,6,company,0.019,-1.135
204,7,products,0.019,-1.181
204,8,sporting,0.006,-1.199
204,9,oils,0.004,-1.233
204,10,foods,0.011,-1.25
204,11,care,0.016,-1.307
204,12,remedies,0.003,-1.311
204,13,soap,0.008,-1.33
204,14,am,0.017,-1.347
204,15,theater,0.007,-1.395
204,16,herbal,0.005,-1.419
204,17,leather,0.009,-1.433
204,18,remedy,0.003,-1.44
204,19,jelly,0.003,-1.445
204,20,barrett,0.004,-1.487
204,21,royal,0.009,-1.496
204,22,kits,0.005,-1.517
204,23,food,0.012,-1.525
204,24,cake,0.005,-1.542
204,25,purity,0.002,-1.566
204,26,fragrance,0.002,-1.566
204,27,mom,0.005,-1.585
204,28,mobile,0.008,-1.597
204,29,biodiesel,0.003,-1.602
204,30,survival,0.005,-1.612
205,1,as,0.012,-1.861
205,2,bc,0.007,-2.09
205,3,is,0.009,-2.206
205,4,2,0.009,-2.313
205,5,pc,0.006,-2.327
205,6,4,0.009,-2.327
205,7,3,0.007,-2.354
205,8,so,0.005,-2.425
205,9,nj,0.004,-2.451
205,10,law,0.008,-2.482
205,11,mm,0.003,-2.492
205,12,sc,0.004,-2.493
205,13,sw,0.003,-2.496
205,14,ny,0.004,-2.509
205,15,pm,0.003,-2.516
205,16,if,0.003,-2.536
205,17,nc,0.004,-2.555
205,18,dc,0.004,-2.574
205,19,ff,0.002,-2.586
205,20,online,0.007,-2.611
205,21,gb,0.002,-2.617
205,22,br,0.002,-2.625
205,23,cm,0.002,-2.625
205,24,or,0.005,-2.653
205,25,wa,0.003,-2.658
205,26,pp,0.002,-2.665
205,27,architects,0.003,-2.671
205,28,na,0.003,-2.686
205,29,tv,0.003,-2.693
205,30,am,0.004,-2.703
206,1,rang,0.013,0.241
206,2,hwa,0.015,0.175
206,3,order,0.024,-0.14
206,4,mail,0.028,-0.328
206,5,kune,0.007,-0.337
206,6,das,0.012,-0.347
206,7,licht,0.007,-0.379
206,8,do,0.03,-0.632
206,9,bet,0.011,-0.669
206,10,mata,0.006,-0.762
206,11,zzz,0.004,-0.784
206,12,kultur,0.004,-0.784
206,13,vidya,0.004,-0.828
206,14,sri,0.008,-0.884
206,15,ball,0.013,-0.91
206,16,bocce,0.003,-0.928
206,17,not,0.013,-0.99
206,18,ru,0.007,-0.995
206,19,zang,0.003,-1.029
206,20,deutsche,0.003,-1.029
206,21,acg,0.004,-1.052
206,22,iti,0.004,-1.052
206,23,sets,0.004,-1.061
206,24,eko,0.004,-1.181
206,25,publishing,0.01,-1.201
206,26,chess,0.011,-1.204
206,27,pars,0.003,-1.206
206,28,marsh,0.006,-1.226
206,29,aide,0.003,-1.233
206,30,museo,0.004,-1.25
207,1,2,0.033,-0.975
207,2,bot,0.006,-1.365
207,3,ics,0.005,-1.543
207,4,ix,0.005,-1.607
207,5,labs,0.009,-1.62
207,6,cal,0.008,-1.664
207,7,mobile,0.007,-1.667
207,8,iq,0.004,-1.783
207,9,type,0.004,-1.794
207,10,soft,0.011,-1.804
207,11,tek,0.007,-1.805
207,12,trans,0.006,-1.824
207,13,web,0.015,-1.83
207,14,net,0.012,-1.866
207,15,4,0.014,-1.888
207,16,logic,0.005,-1.889
207,17,shift,0.003,-1.898
207,18,txt,0.002,-1.906
207,19,plus,0.007,-1.932
207,20,connect,0.005,-1.937
207,21,way,0.007,-1.94
207,22,cy,0.004,-1.951
207,23,ni,0.004,-1.954
207,24,robot,0.003,-1.959
207,25,ez,0.005,-1.965
207,26,micro,0.006,-1.995
207,27,switch,0.003,-2.006
207,28,ultra,0.004,-2.007
207,29,games,0.006,-2.026
207,30,feed,0.003,-2.03
208,1,sea,0.035,-0.358
208,2,reef,0.009,-1.035
208,3,deep,0.01,-1.127
208,4,ocean,0.012,-1.146
208,5,divers,0.01,-1.178
208,6,island,0.013,-1.273
208,7,marine,0.01,-1.511
208,8,charters,0.007,-1.514
208,9,bay,0.012,-1.524
208,10,salt,0.005,-1.579
208,11,breeze,0.004,-1.608
208,12,coral,0.004,-1.628
208,13,dive,0.007,-1.691
208,14,river,0.011,-1.705
208,15,kayaking,0.002,-1.72
208,16,lake,0.01,-1.725
208,17,sailing,0.007,-1.726
208,18,cruises,0.005,-1.766
208,19,dolphin,0.004,-1.775
208,20,the,0.028,-1.779
208,21,yachts,0.005,-1.805
208,22,tropical,0.004,-1.809
208,23,diving,0.005,-1.82
208,24,fish,0.008,-1.822
208,25,sail,0.005,-1.845
208,26,shark,0.003,-1.864
208,27,dancers,0.003,-1.885
208,28,scuba,0.005,-1.93
208,29,kayak,0.004,-1.945
208,30,and,0.018,-1.955
209,1,balloon,0.017,-0.463
209,2,rides,0.009,-0.781
209,3,ers,0.01,-0.933
209,4,wishing,0.004,-0.949
209,5,que,0.009,-1.018
209,6,son,0.011,-1.018
209,7,ems,0.008,-1.127
209,8,to,0.028,-1.142
209,9,bengals,0.006,-1.152
209,10,se,0.011,-1.183
209,11,po,0.008,-1.218
209,12,born,0.006,-1.255
209,13,dra,0.003,-1.278
209,14,ride,0.008,-1.281
209,15,visa,0.006,-1.307
209,16,well,0.011,-1.325
209,17,toll,0.004,-1.341
209,18,nam,0.004,-1.389
209,19,flights,0.004,-1.389
209,20,bred,0.003,-1.4
209,21,us,0.018,-1.401
209,22,airlines,0.004,-1.441
209,23,trip,0.005,-1.513
209,24,be,0.014,-1.527
209,25,itec,0.003,-1.545
209,26,ta,0.006,-1.548
209,27,epa,0.003,-1.556
209,28,sao,0.002,-1.579
209,29,cama,0.002,-1.579
209,30,ville,0.006,-1.58
210,1,athletics,0.026,-0.313
210,2,state,0.025,-0.628
210,3,field,0.02,-0.666
210,4,indian,0.017,-0.732
210,5,sports,0.027,-0.853
210,6,medicine,0.012,-0.879
210,7,nation,0.012,-0.968
210,8,american,0.023,-1.06
210,9,bulldogs,0.007,-1.112
210,10,press,0.018,-1.136
210,11,raiders,0.005,-1.17
210,12,hockey,0.013,-1.184
210,13,days,0.009,-1.191
210,14,college,0.017,-1.196
210,15,tribe,0.006,-1.229
210,16,daily,0.012,-1.289
210,17,mule,0.004,-1.333
210,18,journal,0.01,-1.417
210,19,nsn,0.002,-1.441
210,20,empire,0.007,-1.455
210,21,native,0.006,-1.511
210,22,bullseye,0.003,-1.578
210,23,basketball,0.005,-1.602
210,24,peach,0.003,-1.623
210,25,veritas,0.003,-1.663
210,26,go,0.013,-1.676
210,27,guitar,0.007,-1.724
210,28,news,0.013,-1.738
210,29,asylum,0.003,-1.738
210,30,msu,0.003,-1.739
211,1,club,0.17,0.408
211,2,golf,0.064,-0.414
211,3,owners,0.009,-0.916
211,4,curling,0.007,-1.09
211,5,association,0.011,-1.187
211,6,skating,0.006,-1.19
211,7,british,0.011,-1.201
211,8,flying,0.009,-1.34
211,9,bridge,0.012,-1.373
211,10,swimming,0.008,-1.385
211,11,chess,0.009,-1.416
211,12,soccer,0.017,-1.441
211,13,darts,0.005,-1.559
211,14,athletic,0.004,-1.569
211,15,irish,0.008,-1.625
211,16,hockey,0.009,-1.626
211,17,field,0.007,-1.638
211,18,beach,0.008,-1.644
211,19,rowing,0.004,-1.7
211,20,caving,0.002,-1.74
211,21,taekwondo,0.003,-1.746
211,22,vw,0.003,-1.771
211,23,setter,0.002,-1.817
211,24,brigade,0.002,-1.827
211,25,royal,0.006,-1.839
211,26,petanque,0.002,-1.858
211,27,badminton,0.003,-1.859
211,28,national,0.008,-1.866
211,29,rugby,0.006,-1.867
211,30,boys,0.004,-1.869
212,1,icio,0.005,-0.783
212,2,as,0.03,-0.92
212,3,if,0.016,-0.949
212,4,is,0.031,-0.989
212,5,id,0.014,-1.039
212,6,on,0.03,-1.137
212,7,lan,0.008,-1.223
212,8,us,0.021,-1.265
212,9,ici,0.004,-1.275
212,10,syst,0.003,-1.277
212,11,dec,0.006,-1.358
212,12,ar,0.01,-1.385
212,13,il,0.008,-1.553
212,14,pro,0.016,-1.561
212,15,fl,0.008,-1.577
212,16,lin,0.005,-1.581
212,17,iii,0.002,-1.587
212,18,opa,0.002,-1.587
212,19,lei,0.003,-1.591
212,20,bono,0.002,-1.65
212,21,chad,0.003,-1.652
212,22,cons,0.003,-1.662
212,23,card,0.007,-1.662
212,24,dre,0.002,-1.67
212,25,tell,0.004,-1.672
212,26,mari,0.003,-1.681
212,27,ionic,0.002,-1.682
212,28,eg,0.005,-1.736
212,29,uber,0.002,-1.738
212,30,an,0.012,-1.744
213,1,five,0.017,-0.527
213,2,two,0.018,-0.638
213,3,nine,0.01,-0.691
213,4,three,0.014,-0.736
213,5,star,0.029,-0.743
213,6,four,0.012,-1.001
213,7,one,0.023,-1.01
213,8,top,0.018,-1.015
213,9,rivers,0.01,-1.041
213,10,seven,0.008,-1.061
213,11,six,0.008,-1.084
213,12,5,0.014,-1.089
213,13,point,0.013,-1.294
213,14,ten,0.009,-1.301
213,15,mile,0.005,-1.39
213,16,9,0.01,-1.418
213,17,twenty,0.003,-1.451
213,18,forty,0.003,-1.474
213,19,10,0.006,-1.502
213,20,50,0.005,-1.542
213,21,square,0.006,-1.576
213,22,step,0.006,-1.602
213,23,wars,0.004,-1.604
213,24,12,0.006,-1.604
213,25,years,0.003,-1.605
213,26,element,0.003,-1.612
213,27,ranch,0.012,-1.62
213,28,cloud,0.006,-1.624
213,29,minute,0.003,-1.674
213,30,7,0.007,-1.774
214,1,stone,0.056,0.152
214,2,cast,0.028,-0.145
214,3,carving,0.01,-0.383
214,4,bronze,0.012,-0.52
214,5,chainsaw,0.006,-0.601
214,6,sculpture,0.012,-0.785
214,7,in,0.051,-0.797
214,8,paving,0.005,-0.893
214,9,age,0.014,-0.943
214,10,iron,0.011,-1.027
214,11,carlton,0.005,-1.03
214,12,vie,0.006,-1.04
214,13,modern,0.011,-1.066
214,14,boone,0.006,-1.07
214,15,ang,0.005,-1.091
214,16,technologies,0.012,-1.123
214,17,kemp,0.005,-1.14
214,18,lucia,0.004,-1.193
214,19,beds,0.006,-1.232
214,20,swc,0.002,-1.246
214,21,aluminum,0.005,-1.292
214,22,daniel,0.007,-1.296
214,23,prices,0.004,-1.303
214,24,alice,0.005,-1.338
214,25,cartoons,0.004,-1.365
214,26,chains,0.003,-1.373
214,27,trs,0.003,-1.373
214,28,braun,0.004,-1.376
214,29,tester,0.003,-1.392
214,30,international,0.014,-1.406
215,1,and,0.089,-0.333
215,2,associates,0.03,-0.556
215,3,assoc,0.016,-0.724
215,4,barr,0.008,-0.797
215,5,trotter,0.005,-0.817
215,6,ernie,0.004,-0.987
215,7,sid,0.005,-1.084
215,8,louie,0.004,-1.134
215,9,fox,0.014,-1.155
215,10,gardens,0.01,-1.236
215,11,josef,0.003,-1.25
215,12,techs,0.004,-1.26
215,13,anderson,0.009,-1.305
215,14,hal,0.005,-1.306
215,15,wade,0.004,-1.322
215,16,rankin,0.003,-1.323
215,17,young,0.009,-1.328
215,18,booth,0.004,-1.373
215,19,hollis,0.003,-1.385
215,20,wm,0.006,-1.387
215,21,crp,0.002,-1.404
215,22,sanderson,0.002,-1.404
215,23,bert,0.004,-1.406
215,24,rogers,0.006,-1.408
215,25,parks,0.006,-1.418
215,26,taylor,0.009,-1.423
215,27,carlisle,0.004,-1.428
215,28,berger,0.004,-1.458
215,29,whistles,0.003,-1.462
215,30,lewis,0.007,-1.487
216,1,metal,0.038,-0.146
216,2,machine,0.025,-0.534
216,3,sheet,0.011,-0.66
216,4,sewing,0.01,-0.906
216,5,gun,0.012,-1.053
216,6,machines,0.01,-1.054
216,7,tool,0.014,-1.1
216,8,detectors,0.005,-1.107
216,9,bindery,0.005,-1.112
216,10,co,0.028,-1.125
216,11,cutting,0.007,-1.151
216,12,screw,0.004,-1.187
216,13,precision,0.01,-1.226
216,14,detecting,0.003,-1.244
216,15,rod,0.008,-1.254
216,16,equip,0.008,-1.287
216,17,and,0.034,-1.298
216,18,works,0.015,-1.35
216,19,bolt,0.005,-1.381
216,20,custom,0.012,-1.449
216,21,die,0.006,-1.461
216,22,general,0.006,-1.501
216,23,vending,0.004,-1.508
216,24,smiths,0.004,-1.519
216,25,tools,0.01,-1.588
216,26,supply,0.01,-1.588
216,27,spinning,0.003,-1.604
216,28,magnum,0.003,-1.624
216,29,mills,0.006,-1.627
216,30,stocks,0.003,-1.647
217,1,the,0.116,-0.355
217,2,shop,0.041,-0.502
217,3,store,0.016,-1.336
217,4,company,0.015,-1.368
217,5,knife,0.004,-1.533
217,6,makers,0.005,-1.567
217,7,maker,0.006,-1.592
217,8,shoppe,0.004,-1.706
217,9,factory,0.007,-1.734
217,10,christmas,0.006,-1.74
217,11,gift,0.006,-1.751
217,12,sign,0.007,-1.814
217,13,doll,0.004,-1.828
217,14,basket,0.004,-1.845
217,15,bead,0.004,-1.856
217,16,bike,0.007,-1.873
217,17,horse,0.008,-1.899
217,18,emporium,0.003,-1.911
217,19,flag,0.004,-1.979
217,20,jewelry,0.005,-1.992
217,21,works,0.007,-2.07
217,22,box,0.005,-2.072
217,23,bed,0.003,-2.081
217,24,outlet,0.003,-2.094
217,25,barn,0.004,-2.096
217,26,kite,0.003,-2.098
217,27,shed,0.002,-2.124
217,28,wooden,0.003,-2.134
217,29,quilt,0.003,-2.144
217,30,world,0.01,-2.17
218,1,and,0.21,0.524
218,2,company,0.028,-0.753
218,3,co,0.037,-0.827
218,4,sons,0.011,-0.956
218,5,ankle,0.006,-1.05
218,6,more,0.015,-1.078
218,7,beyond,0.01,-1.098
218,8,over,0.01,-1.203
218,9,brewing,0.008,-1.285
218,10,candle,0.006,-1.337
218,11,butter,0.004,-1.446
218,12,paper,0.01,-1.461
218,13,feather,0.005,-1.468
218,14,wine,0.011,-1.52
218,15,cheese,0.005,-1.625
218,16,blues,0.006,-1.698
218,17,pulp,0.003,-1.709
218,18,hides,0.002,-1.748
218,19,crafts,0.005,-1.764
218,20,sassy,0.002,-1.801
218,21,peanut,0.002,-1.801
218,22,ink,0.006,-1.839
218,23,kitchens,0.003,-1.843
218,24,feast,0.002,-1.853
218,25,above,0.003,-1.887
218,26,bread,0.003,-1.887
218,27,foot,0.005,-1.908
218,28,baths,0.002,-1.926
218,29,blossoms,0.001,-1.929
218,30,country,0.008,-1.939
219,1,co,0.063,-0.31
219,2,products,0.029,-0.743
219,3,master,0.021,-0.804
219,4,industries,0.015,-1.101
219,5,yes,0.008,-1.103
219,6,sign,0.013,-1.137
219,7,jan,0.01,-1.187
219,8,dm,0.008,-1.208
219,9,dk,0.006,-1.262
219,10,tool,0.012,-1.279
219,11,inc,0.027,-1.311
219,12,kan,0.006,-1.383
219,13,mark,0.012,-1.429
219,14,imm,0.003,-1.437
219,15,ltd,0.011,-1.461
219,16,cyclo,0.002,-1.472
219,17,can,0.012,-1.472
219,18,esco,0.003,-1.542
219,19,bel,0.005,-1.552
219,20,kay,0.005,-1.562
219,21,cng,0.002,-1.563
219,22,sunray,0.002,-1.563
219,23,tours,0.009,-1.572
219,24,bren,0.002,-1.577
219,25,shelties,0.003,-1.582
219,26,signs,0.009,-1.597
219,27,supply,0.01,-1.612
219,28,gardeners,0.003,-1.646
219,29,atec,0.003,-1.646
219,30,line,0.01,-1.656
220,1,music,0.083,0.02
220,2,lyrics,0.016,-0.464
220,3,hall,0.022,-0.581
220,4,fame,0.009,-0.81
220,5,song,0.011,-1.06
220,6,soul,0.012,-1.088
220,7,gospel,0.009,-1.103
220,8,christian,0.017,-1.148
220,9,sheet,0.007,-1.148
220,10,gold,0.015,-1.158
220,11,live,0.013,-1.217
220,12,logos,0.005,-1.285
220,13,harp,0.006,-1.34
220,14,celtic,0.008,-1.353
220,15,radio,0.014,-1.375
220,16,rock,0.013,-1.398
220,17,and,0.029,-1.46
220,18,beaded,0.002,-1.462
220,19,royalty,0.003,-1.582
220,20,poem,0.002,-1.597
220,21,hollywood,0.005,-1.61
220,22,classical,0.005,-1.634
220,23,jewelry,0.007,-1.658
220,24,gems,0.005,-1.678
220,25,memorabilia,0.002,-1.702
220,26,country,0.01,-1.717
220,27,kellys,0.002,-1.719
220,28,production,0.004,-1.735
220,29,mvp,0.003,-1.745
220,30,library,0.006,-1.746
